  0.588817120      0.509681761    
  0.556971252      0.582758844    
  0.473152220      0.601599395    
  0.350166798      0.570927799    
  0.202773750      0.500828683    
   4.36683446E-02  0.402411222    
 -0.117671922      0.285451740    
 -0.274805307      0.157640487    
 -0.423481882       2.47965846E-02
 -0.561030924     -0.108805954    
 -0.685756981     -0.239976913    
 -0.796619415     -0.366324365    
 -0.893018484     -0.486050993    
 -0.974576354     -0.597707391    
  -1.04111600     -0.700169384    
  -1.09253085     -0.792462707    
  -1.12879097     -0.873772860    
  -1.14988506     -0.943342507    
  -1.15582621      -1.00048649    
  -1.14663136      -1.04452848    
  -1.12232697      -1.07480109    
  -1.08294296      -1.09063375    
  -1.02853823      -1.09132922    
 -0.959191263      -1.07616711    
 -0.875064373      -1.04440653    
 -0.776395321     -0.995281637    
 -0.663631678     -0.928057671    
 -0.537453294     -0.842045009    
 -0.398994923     -0.736734867    
 -0.250058025     -0.611963570    
  -9.34381038E-02 -0.468189090    
   6.64810538E-02 -0.307065696    
  0.223127916     -0.132166937    
  0.366924673       4.97887842E-02
  0.485167801      0.227925092    
  0.563268304      0.386923760    
  0.588817120      0.509681761    
  0.556971073      0.582758963    
  0.473144472      0.601598859    
  0.350177199      0.570931792    
  0.202773571      0.500828505    
   4.36685197E-02  0.402411342    
 -0.117683746      0.285442531    
 -0.274793953      0.157650188    
 -0.423481673       2.47967485E-02
 -0.561030924     -0.108805954    
 -0.685757041     -0.239976943    
 -0.796627104     -0.366333395    
 -0.893011928     -0.486042529    
 -0.974576473     -0.597707629    
  -1.04111600     -0.700169384    
  -1.09253418     -0.792469323    
  -1.12878907     -0.873767436    
  -1.14988482     -0.943342209    
  -1.15582621      -1.00048649    
  -1.14663124      -1.04452848    
  -1.12232471      -1.07480288    
  -1.08294678      -1.09063315    
  -1.02853823      -1.09132922    
 -0.959191263      -1.07616711    
 -0.875057697      -1.04440355    
 -0.776403010     -0.995285809    
 -0.663632095     -0.928057909    
 -0.537453294     -0.842045009    
 -0.398994833     -0.736734748    
 -0.250047088     -0.611954093    
  -9.34501365E-02 -0.468200654    
   6.64817542E-02 -0.307064921    
  0.223127633     -0.132167354    
  0.366934031       4.98015806E-02
  0.485160619      0.227912903    
  0.563268125      0.386923164    
  0.588817120      0.509681761    
  0.556971312      0.582758665    
  0.473143935      0.601598859    
  0.350176573      0.570931554    
  0.202773571      0.500828505    
   4.36685197E-02  0.402411342    
 -0.117683128      0.285443038    
 -0.274793297      0.157650754    
 -0.423482150       2.47963965E-02
 -0.561030924     -0.108805954    
 -0.685756803     -0.239976704    
 -0.796627522     -0.366333932    
 -0.893012345     -0.486043006    
 -0.974576473     -0.597707629    
  -1.04111600     -0.700169384    
  -1.09253395     -0.792468905    
  -1.12878883     -0.873767197    
  -1.14988506     -0.943342626    
  -1.15582621      -1.00048649    
  -1.14663136      -1.04452848    
  -1.12232459      -1.07480288    
  -1.08294654      -1.09063315    
  -1.02853823      -1.09132922    
 -0.959191263      -1.07616711    
 -0.875057995      -1.04440367    
 -0.776403546     -0.995286167    
 -0.663631201     -0.928057373    
 -0.537453294     -0.842045009    
 -0.398994923     -0.736734867    
 -0.250046194     -0.611953259    
  -9.34493244E-02 -0.468199879    
   6.64817542E-02 -0.307064921    
  0.223127633     -0.132167354    
  0.366933793       4.98012863E-02
  0.485160023      0.227911904    
  0.563268542      0.386924177    
